Service #,Service Name,Fund #,Fund,Fund- # & Name,Dept #,Dept Name,SubDept#,SubDept Name,Service Area,Type,Acct #,Acct Name,Acct Cat,AU All,budgetType,Amount,Year,PerCapita
180110,Security,100,General,100-General,180,Security,10,Security,Public Safety,Revenue,49305,Property-Not Fixed Assets,Other,180110-49305,adopted,-849,2017,-0.001629295852
180110,Security,100,General,100-General,180,Security,10,Security,Public Safety,Revenue,49399,Miscellaneous,Other,180110-49399,adopted,-14000,2017,-0.02686706942
191110,Fleet Operation,100,General,100-General,191,Fleet Operation,10,Fleet Operation,Support Services,Revenue,48501,Sale of Capital Assets,Other,191110-48501,adopted,-22559,2017,-0.04329244421
195002,Internal Services Fund Level,200,Internal Services,200-Internal Services,195,Risk Retention-Liab/Prop/WC,2,Administration,Internal Service Fund,Revenue,45189,Insurance,User Charges,195002-45189,adopted,-129996,2017,-0.249472254
195002,Internal Services Fund Level,200,Internal Services,200-Internal Services,195,Risk Retention-Liab/Prop/WC,2,Administration,Internal Service Fund,Revenue,47101,Appropriated Fund Balance,Fund Balance,195002-47101,adopted,0,2017,0
195110,Risk Retention-Liab/Prop/WC,200,Internal Services,200-Internal Services,195,Risk Retention-Liab/Prop/WC,10,Liability Insurance,Internal Service Fund,Revenue,47101,Appropriated Fund Balance,Fund Balance,195110-47101,adopted,-575578,2017,-1.104578149
195110,Risk Retention-Liab/Prop/WC,200,Internal Services,200-Internal Services,195,Risk Retention-Liab/Prop/WC,10,Liability Insurance,Internal Service Fund,Revenue,49101,Investment Earnings,Other,195110-49101,adopted,-25000,2017,-0.04797690967
195210,Risk Retention Administration,200,Internal Services,200-Internal Services,195,Risk Retention-Liab/Prop/WC,20,Property and Other Ins,Internal Service Fund,Revenue,45189,Insurance,User Charges,195210-45189,adopted,-240000,2017,-0.4605783329
195210,Risk Retention Administration,200,Internal Services,200-Internal Services,195,Risk Retention-Liab/Prop/WC,20,Property and Other Ins,Internal Service Fund,Revenue,47101,Appropriated Fund Balance,Fund Balance,195210-47101,adopted,-240000,2017,-0.4605783329
195210,Risk Retention Administration,200,Internal Services,200-Internal Services,195,Risk Retention-Liab/Prop/WC,20,Property and Other Ins,Internal Service Fund,Revenue,49101,Investment Earnings,Other,195210-49101,adopted,-5000,2017,-0.009595381935
195210,Risk Retention Administration,200,Internal Services,200-Internal Services,195,Risk Retention-Liab/Prop/WC,20,Property and Other Ins,Internal Service Fund,Revenue,49436,Claims Refunds,Other,195210-49436,adopted,-40000,2017,-0.07676305548
195310,Liability Insurance,200,Internal Services,200-Internal Services,195,Risk Retention-Liab/Prop/WC,30,Workers Compensation Ins,Internal Service Fund,Revenue,45188,Workers Compensation,User Charges,195310-45188,adopted,-1983000,2017,-3.805528475
195310,Liability Insurance,200,Internal Services,200-Internal Services,195,Risk Retention-Liab/Prop/WC,30,Workers Compensation Ins,Internal Service Fund,Revenue,49101,Investment Earnings,Other,195310-49101,adopted,-10000,2017,-0.01919076387
197120,Medical - Choice Plus,200,Internal Services,200-Internal Services,197,Health Care & Wellness,10,Health Care Plan,Internal Service Fund,Revenue,47101,Appropriated Fund Balance,Fund Balance,197120-47101,adopted,0,2017,0
197130,Old Program Runouts,200,Internal Services,200-Internal Services,197,Health Care & Wellness,10,Health Care Plan,Internal Service Fund,Revenue,45185,Employee Health Self Insurance,User Charges,197130-45185,adopted,-4391637,2017,-8.427886867
197130,Old Program Runouts,200,Internal Services,200-Internal Services,197,Health Care & Wellness,10,Health Care Plan,Internal Service Fund,Revenue,45186,Employer Health Self Insurance,User Charges,197130-45186,adopted,-25569599,2017,-49.07001366
197130,Old Program Runouts,200,Internal Services,200-Internal Services,197,Health Care & Wellness,10,Health Care Plan,Internal Service Fund,Revenue,47101,Appropriated Fund Balance,Fund Balance,197130-47101,adopted,0,2017,0
197130,Old Program Runouts,200,Internal Services,200-Internal Services,197,Health Care & Wellness,10,Health Care Plan,Internal Service Fund,Revenue,49101,Investment Earnings,Other,197130-49101,adopted,-12000,2017,-0.02302891664
197135,Medical - Choice Plus,200,Internal Services,200-Internal Services,197,Health Care & Wellness,10,Health Care Plan,Internal Service Fund,Revenue,45184,Retiree Health Self Insurance,User Charges,197135-45184,adopted,-1011853,2017,-1.941823199
197135,Medical - Choice Plus,200,Internal Services,200-Internal Services,197,Health Care & Wellness,10,Health Care Plan,Internal Service Fund,Revenue,45186,Employer Health Self Insurance,User Charges,197135-45186,adopted,-4091624,2017,-7.852139003
197135,Medical - Choice Plus,200,Internal Services,200-Internal Services,197,Health Care & Wellness,10,Health Care Plan,Internal Service Fund,Revenue,47101,Appropriated Fund Balance,Fund Balance,197135-47101,adopted,0,2017,0
197136,Medical - Choice HMO,200,Internal Services,200-Internal Services,197,Health Care & Wellness,10,Health Care Plan,Internal Service Fund,Revenue,45184,Retiree Health Self Insurance,User Charges,197136-45184,adopted,-502732,2017,-0.9647811101
197136,Medical - Choice HMO,200,Internal Services,200-Internal Services,197,Health Care & Wellness,10,Health Care Plan,Internal Service Fund,Revenue,45186,Employer Health Self Insurance,User Charges,197136-45186,adopted,-222814,2017,-0.4275970861
197136,Medical - Choice HMO,200,Internal Services,200-Internal Services,197,Health Care & Wellness,10,Health Care Plan,Internal Service Fund,Revenue,47101,Appropriated Fund Balance,Fund Balance,197136-47101,adopted,0,2017,0
197140,Medical - Retirees,200,Internal Services,200-Internal Services,197,Health Care & Wellness,10,Health Care Plan,Internal Service Fund,Revenue,45186,Employer Health Self Insurance,User Charges,197140-45186,adopted,-2000,2017,-0.003838152774
197141,Dental - Retirees,200,Internal Services,200-Internal Services,197,Health Care & Wellness,10,Health Care Plan,Internal Service Fund,Revenue,45184,Retiree Health Self Insurance,User Charges,197141-45184,adopted,-549744,2017,-1.055000729
197141,Dental - Retirees,200,Internal Services,200-Internal Services,197,Health Care & Wellness,10,Health Care Plan,Internal Service Fund,Revenue,45186,Employer Health Self Insurance,User Charges,197141-45186,adopted,-1771592,2017,-3.399820374
197141,Dental - Retirees,200,Internal Services,200-Internal Services,197,Health Care & Wellness,10,Health Care Plan,Internal Service Fund,Revenue,47101,Appropriated Fund Balance,Fund Balance,197141-47101,adopted,0,2017,0
197170,Medicare Supplement,200,Internal Services,200-Internal Services,197,Health Care & Wellness,10,Health Care Plan,Internal Service Fund,Revenue,45185,Employee Health Self Insurance,User Charges,197170-45185,adopted,-318580,2017,-0.6113793553
197170,Medicare Supplement,200,Internal Services,200-Internal Services,197,Health Care & Wellness,10,Health Care Plan,Internal Service Fund,Revenue,45186,Employer Health Self Insurance,User Charges,197170-45186,adopted,-249448,2017,-0.4787097666
197170,Medicare Supplement,200,Internal Services,200-Internal Services,197,Health Care & Wellness,10,Health Care Plan,Internal Service Fund,Revenue,47101,Appropriated Fund Balance,Fund Balance,197170-47101,adopted,0,2017,0
197180,Medicare Advantage Plan,200,Internal Services,200-Internal Services,197,Health Care & Wellness,10,Health Care Plan,Internal Service Fund,Revenue,45185,Employee Health Self Insurance,User Charges,197180-45185,adopted,-997238,2017,-1.913775898
197180,Medicare Advantage Plan,200,Internal Services,200-Internal Services,197,Health Care & Wellness,10,Health Care Plan,Internal Service Fund,Revenue,45186,Employer Health Self Insurance,User Charges,197180-45186,adopted,-317947,2017,-0.61016458
197180,Medicare Advantage Plan,200,Internal Services,200-Internal Services,197,Health Care & Wellness,10,Health Care Plan,Internal Service Fund,Revenue,47101,Appropriated Fund Balance,Fund Balance,197180-47101,adopted,0,2017,0
200001,Dental Basic,200,Internal Services,200-Internal Services,200,Internal Service Fund,1,Fund Level,Internal Service Fund,Revenue,47101,Appropriated Fund Balance,Fund Balance,200001-47101,adopted,0,2017,0
200001,Dental Basic,200,Internal Services,200-Internal Services,200,Internal Service Fund,1,Fund Level,Internal Service Fund,Revenue,49101,Investment Earnings,Other,200001-49101,adopted,0,2017,0
210002,Human Resrcs-Fiscal-Technology,100,General,100-General,210,Public Health,2,Administration,Human Services,Revenue,44611,Health Program-Administration,Federal & State Funds,210002-44611,adopted,-228797,2017,-0.4390789201
210002,Human Resrcs-Fiscal-Technology,100,General,100-General,210,Public Health,2,Administration,Human Services,Revenue,44613,Dept. of Health & Human Service,Federal & State Funds,210002-44613,adopted,-804,2017,-0.001542937415
210002,Human Resrcs-Fiscal-Technology,100,General,100-General,210,Public Health,2,Administration,Human Services,Revenue,45350,Consultation and Training Fees,User Charges,210002-45350,adopted,-32870,2017,-0.06308004084
210002,Human Resrcs-Fiscal-Technology,100,General,100-General,210,Public Health,2,Administration,Human Services,Revenue,49309,Copies,Other,210002-49309,adopted,-350,2017,-0.0006716767354
210002,Human Resrcs-Fiscal-Technology,100,General,100-General,210,Public Health,2,Administration,Human Services,Revenue,49990,Miscellaneous,Other,210002-49990,adopted,-350,2017,-0.0006716767354
210110,AIDS-State,100,General,100-General,210,Public Health,10,Community Health,Human Services,Revenue,44621,Health Program - Aids,Federal & State Funds,210110-44621,adopted,-53000,2017,-0.1017110485
210125,Case Management-Frail/Elderly,100,General,100-General,210,Public Health,10,Community Health,Human Services,Revenue,44139,Federal Home & Community Care Block Grant,Federal & State Funds,210125-44139,adopted,-315915,2017,-0.6062650168
210125,Case Management-Frail/Elderly,100,General,100-General,210,Public Health,10,Community Health,Human Services,Revenue,49507,Community,Other,210125-49507,adopted,-50,2017,-0.00009595381935
210150,Child Care Nursing-Smart Start,100,General,100-General,210,Public Health,10,Community Health,Human Services,Revenue,44664,Smart Start,Federal & State Funds,210150-44664,adopted,-286216,2017,-0.5492703672
210155,Child Fatality Prevention,100,General,100-General,210,Public Health,10,Community Health,Human Services,Revenue,44616,"Health Program-Maternal, Child",Federal & State Funds,210155-44616,adopted,-4476,2017,-0.008589785908
210165,Communicable Disease Investgtn,100,General,100-General,210,Public Health,10,Community Health,Human Services,Revenue,44129,Health Program - Aids,Federal & State Funds,210165-44129,adopted,0,2017,0
210165,Communicable Disease Investgtn,100,General,100-General,210,Public Health,10,Community Health,Human Services,Revenue,44619,Health-Communicable Disease,Federal & State Funds,210165-44619,adopted,-19534,2017,-0.03748723814
210170,Community Alternatives Program,100,General,100-General,210,Public Health,10,Community Health,Human Services,Revenue,45302,Medicaid,User Charges,210170-45302,adopted,-853832,2017,-1.63856883
210170,Community Alternatives Program,100,General,100-General,210,Public Health,10,Community Health,Human Services,Revenue,45305,Insurance,User Charges,210170-45305,adopted,0,2017,0
210175,Community Health Response Prog,100,General,100-General,210,Public Health,10,Community Health,Human Services,Revenue,45302,Medicaid,User Charges,210175-45302,adopted,0,2017,0
210175,Community Health Response Prog,100,General,100-General,210,Public Health,10,Community Health,Human Services,Revenue,45304,Self Pay,User Charges,210175-45304,adopted,-16404,2017,-0.03148052905
210185,Community Servs Coord-MedMax,100,General,100-General,210,Public Health,10,Community Health,Human Services,Revenue,47101,Appropriated Fund Balance,Fund Balance,210185-47101,adopted,-49800,2017,-0.09557000407
210190,Community Servcs Coordination,100,General,100-General,210,Public Health,10,Community Health,Human Services,Revenue,44168,Department of Education,Federal & State Funds,210190-44168,adopted,-169324,2017,-0.3249456901
210191,Care Coordination for Children,100,General,100-General,210,Public Health,10,Community Health,Human Services,Revenue,45302,Medicaid,User Charges,210191-45302,adopted,-1049758,2017,-2.01456579
210225,HIV/STD Nontraditnl Test Sites,100,General,100-General,210,Public Health,10,Community Health,Human Services,Revenue,44619,Health-Communicable Disease,Federal & State Funds,210225-44619,adopted,-372489,2017,-0.7148348443
210235,Maternal Care Coordination,100,General,100-General,210,Public Health,10,Community Health,Human Services,Revenue,44616,"Health Program-Maternal, Child",Federal & State Funds,210235-44616,adopted,-32919,2017,-0.06317407558
210235,Maternal Care Coordination,100,General,100-General,210,Public Health,10,Community Health,Human Services,Revenue,45302,Medicaid,User Charges,210235-45302,adopted,-190394,2017,-0.3653806296
210235,Maternal Care Coordination,100,General,100-General,210,Public Health,10,Community Health,Human Services,Revenue,45305,Insurance,User Charges,210235-45305,adopted,0,2017,0
210240,School Nursing,100,General,100-General,210,Public Health,10,Community Health,Human Services,Revenue,44616,"Health Program-Maternal, Child",Federal & State Funds,210240-44616,adopted,-654956,2017,-1.256910594
210240,School Nursing,100,General,100-General,210,Public Health,10,Community Health,Human Services,Revenue,49465,Guilford County Schools Refund,Other,210240-49465,adopted,-316050,2017,-0.6065240921
210245,Smart Start Case Management,100,General,100-General,210,Public Health,10,Community Health,Human Services,Revenue,44664,Smart Start,Federal & State Funds,210245-44664,adopted,-518112,2017,-0.994296505
210251,Urban Oasis Grant,100,General,100-General,210,Public Health,10,Community Health,Human Services,Revenue,44101,Dept.. of Agriculture Food Nutrition,Federal & State Funds,210251-44101,adopted,-8263,2017,-0.01585732819
210252,Mobile Oasis Farmers Mrkt Grt,100,General,100-General,210,Public Health,10,Community Health,Human Services,Revenue,44101,Dept.. of Agriculture Food Nutrition,Federal & State Funds,210252-44101,adopted,-50000,2017,-0.09595381935
210255,Syphillis Elimination,100,General,100-General,210,Public Health,10,Community Health,Human Services,Revenue,44129,Health Program - Aids,Federal & State Funds,210255-44129,adopted,-62912,2017,-0.1207329337
210260,Tobacco Prevention,100,General,100-General,210,Public Health,10,Community Health,Human Services,Revenue,44166,Health Program - Cancer,Federal & State Funds,210260-44166,adopted,-98006,2017,-0.1880810004
210272,Foundation Health HP Grant,100,General,100-General,210,Public Health,20,Health Education,Human Services,Revenue,49507,Community,Other,210272-49507,adopted,0,2017,0
210282,Healthy Communities,100,General,100-General,210,Public Health,10,Community Health,Human Services,Revenue,44613,Dept. of Health & Human Service,Federal & State Funds,210282-44613,adopted,-26707,2017,-0.05125277307
210305,Adult Administration,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45350,Consultation and Training Fees,User Charges,210305-45350,adopted,-2004,2017,-0.003845829079
210305,Adult Administration,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,49325,Books and Maps,Other,210305-49325,adopted,-5000,2017,-0.009595381935
210320,Clinical Services-MedMax,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45309,Patient Fees-Medicaid Maximize,User Charges,210320-45309,adopted,-25932,2017,-0.04976548887
210320,Clinical Services-MedMax,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,47101,Appropriated Fund Balance,Fund Balance,210320-47101,adopted,-104200,2017,-0.1999677595
210330,Communicable Disease TB MedMax,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45309,Patient Fees-Medicaid Maximize,User Charges,210330-45309,adopted,-5000,2017,-0.009595381935
210330,Communicable Disease TB MedMax,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,47101,Appropriated Fund Balance,Fund Balance,210330-47101,adopted,-15000,2017,-0.0287861458
210335,Communicable Disease TB State,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,44618,Health Program-Tuberculosis,Federal & State Funds,210335-44618,adopted,-116019,2017,-0.2226493233
210335,Communicable Disease TB State,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45302,Medicaid,User Charges,210335-45302,adopted,-6990,2017,-0.01341434394
210335,Communicable Disease TB State,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45303,Medicare,User Charges,210335-45303,adopted,0,2017,0
210335,Communicable Disease TB State,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45304,Self Pay,User Charges,210335-45304,adopted,-7300,2017,-0.01400925762
210335,Communicable Disease TB State,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45305,Insurance,User Charges,210335-45305,adopted,-410,2017,-0.0007868213186
210340,Communicable Diseases-Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,44682,Medical Evidence Fees,Federal & State Funds,210340-44682,adopted,-1000,2017,-0.001919076387
210340,Communicable Diseases-Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45302,Medicaid,User Charges,210340-45302,adopted,-56250,2017,-0.1079480468
210340,Communicable Diseases-Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45303,Medicare,User Charges,210340-45303,adopted,-1000,2017,-0.001919076387
210340,Communicable Diseases-Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45304,Self Pay,User Charges,210340-45304,adopted,-72000,2017,-0.1381734999
210340,Communicable Diseases-Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45305,Insurance,User Charges,210340-45305,adopted,-86352,2017,-0.1657160842
210350,Employee Health Service,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45302,Medicaid,User Charges,210350-45302,adopted,-5000,2017,-0.009595381935
210350,Employee Health Service,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45303,Medicare,User Charges,210350-45303,adopted,0,2017,0
210350,Employee Health Service,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45304,Self Pay,User Charges,210350-45304,adopted,-600,2017,-0.001151445832
210350,Employee Health Service,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45305,Insurance,User Charges,210350-45305,adopted,-1000,2017,-0.001919076387
210355,Family Planning Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,44144,Family Planning,Federal & State Funds,210355-44144,adopted,-96109,2017,-0.1844405125
210355,Family Planning Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,44616,"Health Program-Maternal, Child",Federal & State Funds,210355-44616,adopted,-238456,2017,-0.4576152789
210355,Family Planning Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,44670,General Assembly Appropriation,Federal & State Funds,210355-44670,adopted,-996,2017,-0.001911400081
210355,Family Planning Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45302,Medicaid,User Charges,210355-45302,adopted,-355000,2017,-0.6812721174
210355,Family Planning Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45303,Medicare,User Charges,210355-45303,adopted,0,2017,0
210355,Family Planning Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45304,Self Pay,User Charges,210355-45304,adopted,-37325,2017,-0.07162952614
210355,Family Planning Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45305,Insurance,User Charges,210355-45305,adopted,-54480,2017,-0.1045512816
210355,Family Planning Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45313,Carolina Access Fees,User Charges,210355-45313,adopted,-38100,2017,-0.07311681034
210355,Family Planning Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,49470,Duke University School of Nursing,Other,210355-49470,adopted,-3000,2017,-0.005757229161
210360,Family Planning Clinic-MedMax,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45309,Patient Fees-Medicaid Maximize,User Charges,210360-45309,adopted,-262547,2017,-0.5038477482
210360,Family Planning Clinic-MedMax,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,47101,Appropriated Fund Balance,Fund Balance,210360-47101,adopted,-26000,2017,-0.04989598606
210365,Family Planning-Administration,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,49520,Other Private Sources,Other,210365-49520,adopted,0,2017,0
210366,Cone Health Foundation Grant,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,49535,Moses Cone-Wesley Long Community Health Foundation,Other,210366-49535,adopted,-192366,2017,-0.3691650482
210371,GAH-Adult Dental Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,49467,Guilford Adult Health Refund,Other,210371-49467,adopted,-9600,2017,-0.01842313331
210385,High Risk Maternity Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,44616,"Health Program-Maternal, Child",Federal & State Funds,210385-44616,adopted,-27903,2017,-0.05354798842
210395,Immunization Action Plan,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,44119,Childhood Immunization Grant,Federal & State Funds,210395-44119,adopted,-31486,2017,-0.06042403912
210395,Immunization Action Plan,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45302,Medicaid,User Charges,210395-45302,adopted,-57024,2017,-0.1094334119
210395,Immunization Action Plan,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45304,Self Pay,User Charges,210395-45304,adopted,-1800,2017,-0.003454337496
210395,Immunization Action Plan,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45305,Insurance,User Charges,210395-45305,adopted,-50000,2017,-0.09595381935
210410,Maternity Clinic-MedMax,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45309,Patient Fees-Medicaid Maximize,User Charges,210410-45309,adopted,-150504,2017,-0.2888286725
210410,Maternity Clinic-MedMax,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,47101,Appropriated Fund Balance,Fund Balance,210410-47101,adopted,-811507,2017,-1.557343922
210415,Maternity-Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,44616,"Health Program-Maternal, Child",Federal & State Funds,210415-44616,adopted,-199572,2017,-0.3829939127
210415,Maternity-Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45302,Medicaid,User Charges,210415-45302,adopted,-300000,2017,-0.5757229161
210415,Maternity-Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45304,Self Pay,User Charges,210415-45304,adopted,-24000,2017,-0.04605783329
210415,Maternity-Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45305,Insurance,User Charges,210415-45305,adopted,-18000,2017,-0.03454337496
210415,Maternity-Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,49507,Community,Other,210415-49507,adopted,-60096,2017,-0.1153288145
210416,Pregnancy Care Management,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45302,Medicaid,User Charges,210416-45302,adopted,-1038943,2017,-1.993810979
210420,Pregnancy Prevention,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,44162,Temporary Assitance for Needy Families,Federal & State Funds,210420-44162,adopted,-69646,2017,-0.133655994
210430,Refugee Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,44165,Health Programs for Refugees,Federal & State Funds,210430-44165,adopted,-81571,2017,-0.15654098
210430,Refugee Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45302,Medicaid,User Charges,210430-45302,adopted,-155000,2017,-0.29745684
210430,Refugee Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45304,Self Pay,User Charges,210430-45304,adopted,-25044,2017,-0.04806134903
210430,Refugee Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45305,Insurance,User Charges,210430-45305,adopted,-150,2017,-0.000287861458
210435,Refugee Clinic-MedMax,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,47101,Appropriated Fund Balance,Fund Balance,210435-47101,adopted,-5260,2017,-0.0100943418
210445,STD Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45302,Medicaid,User Charges,210445-45302,adopted,-120000,2017,-0.2302891664
210445,STD Clinic,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45304,Self Pay,User Charges,210445-45304,adopted,-180,2017,-0.0003454337496
210446,Communicable Disease STD Drugs,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,44619,Health-Communicable Disease,Federal & State Funds,210446-44619,adopted,-31908,2017,-0.06123388935
210447,K-8 Resistant Gonorrhea,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,44153,DHHS Centers for Disease Control,Federal & State Funds,210447-44153,adopted,0,2017,0
210450,TB-Medical Services,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,44618,Health Program-Tuberculosis,Federal & State Funds,210450-44618,adopted,-5576,2017,-0.01070076993
210455,Vasectomy,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,44147,Health Family Plan-Vasectomy,Federal & State Funds,210455-44147,adopted,-53001,2017,-0.1017129676
210455,Vasectomy,100,General,100-General,210,Public Health,30,Clinical Health,Human Services,Revenue,45304,Self Pay,User Charges,210455-45304,adopted,-1000,2017,-0.001919076387
210505,Environmental Health-Admin,100,General,100-General,210,Public Health,50,Environmental Health,Human Services,Revenue,44613,Dept. of Health & Human Service,Federal & State Funds,210505-44613,adopted,-5000,2017,-0.009595381935
210505,Environmental Health-Admin,100,General,100-General,210,Public Health,50,Environmental Health,Human Services,Revenue,49309,Copies,Other,210505-49309,adopted,-50,2017,-0.00009595381935
210510,Food & Lodging,100,General,100-General,210,Public Health,50,Environmental Health,Human Services,Revenue,43110,Temporary Food Establishment Permit,User Charges,210510-43110,adopted,-9750,2017,-0.01871099477
210510,Food & Lodging,100,General,100-General,210,Public Health,50,Environmental Health,Human Services,Revenue,43222,Swimming Pool Permit,User Charges,210510-43222,adopted,-96000,2017,-0.1842313331
210510,Food & Lodging,100,General,100-General,210,Public Health,50,Environmental Health,Human Services,Revenue,44101,Dept.. of Agriculture Food Nutrition,Federal & State Funds,210510-44101,adopted,-2800,2017,-0.005373413883
210510,Food & Lodging,100,General,100-General,210,Public Health,50,Environmental Health,Human Services,Revenue,44648,Health-Environmental,Federal & State Funds,210510-44648,adopted,-63000,2017,-0.1209018124
210510,Food & Lodging,100,General,100-General,210,Public Health,50,Environmental Health,Human Services,Revenue,45156,Inspection Fees-Multiple Trips,User Charges,210510-45156,adopted,-1500,2017,-0.00287861458
210510,Food & Lodging,100,General,100-General,210,Public Health,50,Environmental Health,Human Services,Revenue,45335,Sanitation Training Fees,User Charges,210510-45335,adopted,-9000,2017,-0.01727168748
210510,Food & Lodging,100,General,100-General,210,Public Health,50,Environmental Health,Human Services,Revenue,45352,Swimming Pool Plan Reviews,User Charges,210510-45352,adopted,-24600,2017,-0.04720927912
210515,Hazardous Response,100,General,100-General,210,Public Health,50,Environmental Health,Human Services,Revenue,43221,Well Permit-Annual Monitoring,User Charges,210515-43221,adopted,-390000,2017,-0.7484397909
210515,Hazardous Response,100,General,100-General,210,Public Health,50,Environmental Health,Human Services,Revenue,44197,United States Coast Guard,Federal & State Funds,210515-44197,adopted,-3100,2017,-0.005949136799
210515,Hazardous Response,100,General,100-General,210,Public Health,50,Environmental Health,Human Services,Revenue,44690,Dept. of Environment & Natural Resources,Federal & State Funds,210515-44690,adopted,-15000,2017,-0.0287861458
210515,Hazardous Response,100,General,100-General,210,Public Health,50,Environmental Health,Human Services,Revenue,47101,Appropriated Fund Balance,Fund Balance,210515-47101,adopted,-17948,2017,-0.03444358299
210520,Health Hazards,100,General,100-General,210,Public Health,50,Environmental Health,Human Services,Revenue,43112,Tattoo Artist Permit,User Charges,210520-43112,adopted,-42500,2017,-0.08156074644
210520,Health Hazards,100,General,100-General,210,Public Health,50,Environmental Health,Human Services,Revenue,45108,Inspection Fees,User Charges,210520-45108,adopted,-38005,2017,-0.07293449808
210545,On-site Sewage/Water Supplies,100,General,100-General,210,Public Health,50,Environmental Health,Human Services,Revenue,43217,Septic Tank Permit,User Charges,210545-43217,adopted,-48000,2017,-0.09211566657
210545,On-site Sewage/Water Supplies,100,General,100-General,210,Public Health,50,Environmental Health,Human Services,Revenue,43218,Well Permits,User Charges,210545-43218,adopted,-99000,2017,-0.1899885623
210545,On-site Sewage/Water Supplies,100,General,100-General,210,Public Health,50,Environmental Health,Human Services,Revenue,45120,Sample Fees,User Charges,210545-45120,adopted,-20000,2017,-0.03838152774
210545,On-site Sewage/Water Supplies,100,General,100-General,210,Public Health,50,Environmental Health,Human Services,Revenue,45121,Evaluation of Additions,User Charges,210545-45121,adopted,-40000,2017,-0.07676305548
